,Código da IES,Nome da IES*,Sigla da IES*,Município do Curso**,Sigla da UF** ,Conceito Enade (Contínuo),Conceito Enade (Faixa)
1674,222.0,CENTRO UNIVERSITÁRIO DE VOTUPORANGA,UNIFEV,Votuporanga,SP,3.376,4
1675,222.0,CENTRO UNIVERSITÁRIO DE VOTUPORANGA,UNIFEV,Votuporanga,SP,2.747,3
1676,243.0,FACULDADE DO CLUBE NÁUTICO MOGIANO,FCNM,Mogi das Cruzes,SP,2.277,3
1677,243.0,FACULDADE DO CLUBE NÁUTICO MOGIANO,FCNM,Mogi das Cruzes,SP,1.993,3
1678,244.0,CENTRO UNIVERSITÁRIO FIEO,UNIFIEO,Osasco,SP,1.505,2
1680,266.0,UNIVERSIDADE METODISTA DE PIRACICABA,UNIMEP,Piracicaba,SP,2.437,3
1681,266.0,UNIVERSIDADE METODISTA DE PIRACICABA,UNIMEP,Piracicaba,SP,2.635,3
1682,271.0,UNIVERSIDADE DO OESTE PAULISTA,UNOESTE,Presidente Prudente,SP,2.424,3
1683,275.0,UNIVERSIDADE DO VALE DO PARAÍBA,UNIVAP,São José dos Campos,SP,3.253,4
1684,275.0,UNIVERSIDADE DO VALE DO PARAÍBA,UNIVAP,São José dos Campos,SP,2.03,3
1685,277.0,CENTRO UNIVERSITÁRIO AUGUSTO MOTTA,UNISUAM,Rio de Janeiro,RJ,1.998,3
1686,277.0,CENTRO UNIVERSITÁRIO AUGUSTO MOTTA,UNISUAM,Rio de Janeiro,RJ,1.928,2
1687,277.0,CENTRO UNIVERSITÁRIO AUGUSTO MOTTA,UNISUAM,Rio de Janeiro,RJ,1.781,2
1688,277.0,CENTRO UNIVERSITÁRIO AUGUSTO MOTTA,UNISUAM,Rio de Janeiro,RJ,1.701,2
1689,295.0,UNIVERSIDADE DE SANTA CRUZ DO SUL,UNISC,Santa Cruz do Sul,RS,3.297,4
1690,295.0,UNIVERSIDADE DE SANTA CRUZ DO SUL,UNISC,Santa Cruz do Sul,RS,2.142,3
1701,308.0,CENTRO UNIVERSITÁRIO PRESIDENTE ANTÔNIO CARLOS,UNIPAC,Barbacena,MG,1.775,2
1702,316.0,UNIVERSIDADE NOVE DE JULHO,UNINOVE,São Paulo,SP,1.946,3
1703,316.0,UNIVERSIDADE NOVE DE JULHO,UNINOVE,São Paulo,SP,1.737,2
1704,316.0,UNIVERSIDADE NOVE DE JULHO,UNINOVE,São Paulo,SP,1.487,2
1705,316.0,UNIVERSIDADE NOVE DE JULHO,UNINOVE,São Paulo,SP,1.746,2
1706,316.0,UNIVERSIDADE NOVE DE JULHO,UNINOVE,São Paulo,SP,1.98,3
1707,316.0,UNIVERSIDADE NOVE DE JULHO,UNINOVE,São Paulo,SP,1.897,2
1708,316.0,UNIVERSIDADE NOVE DE JULHO,UNINOVE,São Paulo,SP,2.225,3
1709,316.0,UNIVERSIDADE NOVE DE JULHO,UNINOVE,São Paulo,SP,1.873,2
1710,316.0,UNIVERSIDADE NOVE DE JULHO,UNINOVE,São Paulo,SP,1.497,2
1711,316.0,UNIVERSIDADE NOVE DE JULHO,UNINOVE,São Paulo,SP,1.367,2
1712,316.0,UNIVERSIDADE NOVE DE JULHO,UNINOVE,São Paulo,SP,1.528,2
1713,316.0,UNIVERSIDADE NOVE DE JULHO,UNINOVE,São Paulo,SP,1.937,2
1714,319.0,UNIVERSIDADE BRASIL,UB,São Paulo,SP,1.414,2
1715,319.0,UNIVERSIDADE BRASIL,UB,São Paulo,SP,1.593,2
1716,319.0,UNIVERSIDADE BRASIL,UB,Fernandópolis,SP,1.37,2
1717,319.0,UNIVERSIDADE BRASIL,UB,Descalvado,SP,1.75,2
1718,322.0,UNIVERSIDADE PAULISTA,UNIP,São Paulo,SP,2.29,3
1719,322.0,UNIVERSIDADE PAULISTA,UNIP,Campinas,SP,2.097,3
1720,322.0,UNIVERSIDADE PAULISTA,UNIP,Araraquara,SP,2.83,3
1721,322.0,UNIVERSIDADE PAULISTA,UNIP,Sorocaba,SP,1.98,3
1722,322.0,UNIVERSIDADE PAULISTA,UNIP,Brasília,DF,2.143,3
1723,322.0,UNIVERSIDADE PAULISTA,UNIP,Goiânia,GO,1.577,2
1724,322.0,UNIVERSIDADE PAULISTA,UNIP,Manaus,AM,1.991,3
1725,322.0,UNIVERSIDADE PAULISTA,UNIP,São Paulo,SP,2.771,3
1726,322.0,UNIVERSIDADE PAULISTA,UNIP,São Paulo,SP,2.383,3
1727,322.0,UNIVERSIDADE PAULISTA,UNIP,São Paulo,SP,2.571,3
1728,322.0,UNIVERSIDADE PAULISTA,UNIP,São Paulo,SP,3.607,4
1729,322.0,UNIVERSIDADE PAULISTA,UNIP,São José dos Campos,SP,3.002,4
1730,322.0,UNIVERSIDADE PAULISTA,UNIP,Santana de Parnaíba,SP,2.311,3
1731,322.0,UNIVERSIDADE PAULISTA,UNIP,São Paulo,SP,2.991,4
1732,322.0,UNIVERSIDADE PAULISTA,UNIP,São Paulo,SP,3.311,4
1733,322.0,UNIVERSIDADE PAULISTA,UNIP,São Paulo,SP,2.871,3
1734,322.0,UNIVERSIDADE PAULISTA,UNIP,Ribeirão Preto,SP,1.797,2
1735,322.0,UNIVERSIDADE PAULISTA,UNIP,Santos,SP,2.274,3
1736,322.0,UNIVERSIDADE PAULISTA,UNIP,São José do Rio Pardo,SP,2.606,3
1737,322.0,UNIVERSIDADE PAULISTA,UNIP,São José do Rio Preto,SP,2.429,3
1738,322.0,UNIVERSIDADE PAULISTA,UNIP,Limeira,SP,1.924,2
1739,322.0,UNIVERSIDADE PAULISTA,UNIP,Goiânia,GO,2.488,3
1740,322.0,UNIVERSIDADE PAULISTA,UNIP,Sorocaba,SP,2.523,3
1741,322.0,UNIVERSIDADE PAULISTA,UNIP,Jundiaí,SP,1.759,2
1742,322.0,UNIVERSIDADE PAULISTA,UNIP,Manaus,AM,2.85,3
1743,322.0,UNIVERSIDADE PAULISTA,UNIP,Limeira,SP,2.453,3
1744,322.0,UNIVERSIDADE PAULISTA,UNIP,Jundiaí,SP,1.636,2
1745,322.0,UNIVERSIDADE PAULISTA,UNIP,São Paulo,SP,1.475,2
1746,322.0,UNIVERSIDADE PAULISTA,UNIP,Santana de Parnaíba,SP,3.238,4
1747,322.0,UNIVERSIDADE PAULISTA,UNIP,São Paulo,SP,2.796,3
1748,322.0,UNIVERSIDADE PAULISTA,UNIP,São Paulo,SP,2.46,3
1749,322.0,UNIVERSIDADE PAULISTA,UNIP,São Paulo,SP,2.629,3
1750,322.0,UNIVERSIDADE PAULISTA,UNIP,São Paulo,SP,2.388,3
1751,322.0,UNIVERSIDADE PAULISTA,UNIP,São Paulo,SP,3.522,4
1752,322.0,UNIVERSIDADE PAULISTA,UNIP,São Paulo,SP,2.478,3
1753,322.0,UNIVERSIDADE PAULISTA,UNIP,Araraquara,SP,2.297,3
1754,322.0,UNIVERSIDADE PAULISTA,UNIP,Campinas,SP,2.878,3
1755,322.0,UNIVERSIDADE PAULISTA,UNIP,Ribeirão Preto,SP,1.972,3
1756,322.0,UNIVERSIDADE PAULISTA,UNIP,Santos,SP,3.174,4
1757,322.0,UNIVERSIDADE PAULISTA,UNIP,São José do Rio Pardo,SP,3.633,4
1758,322.0,UNIVERSIDADE PAULISTA,UNIP,São José do Rio Preto,SP,2.551,3
1759,322.0,UNIVERSIDADE PAULISTA,UNIP,São José dos Campos,SP,2.468,3
1760,322.0,UNIVERSIDADE PAULISTA,UNIP,Brasília,DF,2.152,3
1761,330.0,UNIVERSIDADE IGUAÇU,UNIG,Nova Iguaçu,RJ,1.818,2
1762,330.0,UNIVERSIDADE IGUAÇU,UNIG,Itaperuna,RJ,1.905,2
1763,330.0,UNIVERSIDADE IGUAÇU,UNIG,Nova Iguaçu,RJ,1.656,2
1764,338.0,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS,PUC MINAS,Belo Horizonte,MG,3.963,5
1765,338.0,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS,PUC MINAS,Belo Horizonte,MG,2.869,3
1766,344.0,CENTRO UNIVERSITÁRIO UNA,UNA,Belo Horizonte,MG,3.321,4
1767,344.0,CENTRO UNIVERSITÁRIO UNA,UNA,Belo Horizonte,MG,3.225,4
1768,349.0,CENTRO UNIVERSITÁRIO DE BELO HORIZONTE,UNI-BH,Belo Horizonte,MG,2.35,3
1769,352.0,CENTRO UNIVERSITÁRIO DE JOÃO PESSOA,UNIPÊ,João Pessoa,PB,2.698,3
1770,355.0,UNIVERSIDADE TUIUTI DO PARANÁ,UTP,Curitiba,PR,2.739,3
1771,355.0,UNIVERSIDADE TUIUTI DO PARANÁ,UTP,Curitiba,PR,2.566,3
1772,367.0,UNIVERSIDADE ESTADUAL DE MONTES CLAROS,UNIMONTES,Januária,MG,2.288,3
1773,367.0,UNIVERSIDADE ESTADUAL DE MONTES CLAROS,UNIMONTES,Montes Claros,MG,2.709,3
1774,367.0,UNIVERSIDADE ESTADUAL DE MONTES CLAROS,UNIMONTES,Montes Claros,MG,2.725,3
1775,368.0,FACULDADE DE EDUCAÇÃO FÍSICA DA ASSOCIAÇÃO CRISTÃ DE MOÇOS DE SOROCABA,FEFISO,Sorocaba,SP,3.19,4
1776,368.0,FACULDADE DE EDUCAÇÃO FÍSICA DA ASSOCIAÇÃO CRISTÃ DE MOÇOS DE SOROCABA,FEFISO,Sorocaba,SP,2.55,3
1777,374.0,CENTRO UNIVERSITÁRIO DAS FACULDADES METROPOLITANAS UNIDAS,FMU,São Paulo,SP,3.109,4
1778,374.0,CENTRO UNIVERSITÁRIO DAS FACULDADES METROPOLITANAS UNIDAS,FMU,São Paulo,SP,3.011,4
1779,375.0,UNIVERSIDADE SANTO AMARO,UNISA,São Paulo,SP,2.518,3
1780,375.0,UNIVERSIDADE SANTO AMARO,UNISA,São Paulo,SP,1.893,2
1781,375.0,UNIVERSIDADE SANTO AMARO,UNISA,São Paulo,SP,1.682,2
1782,375.0,UNIVERSIDADE SANTO AMARO,UNISA,São Paulo,SP,1.666,2
1785,384.0,Universidade Evangélica de Goiás,UniEVANGÉLICA,Anápolis,GO,3.296,4
1786,385.0,UNIVERSIDADE SALVADOR,UNIFACS,Feira de Santana,BA,2.497,3
1787,385.0,UNIVERSIDADE SALVADOR,UNIFACS,Salvador,BA,2.55,3
1788,387.0,UNIVERSIDADE CATÓLICA DOM BOSCO,UCDB,Campo Grande,MS,2.25,3
1789,387.0,UNIVERSIDADE CATÓLICA DOM BOSCO,UCDB,Campo Grande,MS,1.882,2
1790,398.0,UNIVERSIDADE TIRADENTES,UNIT,Aracaju,SE,1.87,2
1791,398.0,UNIVERSIDADE TIRADENTES,UNIT,Aracaju,SE,1.947,3
1792,398.0,UNIVERSIDADE TIRADENTES,UNIT,Aracaju,SE,1.169,2
1793,402.0,CENTRO UNIVERSITÁRIO DE BRASÍLIA,UNICEUB,Brasília,DF,2.086,3
1794,402.0,CENTRO UNIVERSITÁRIO DE BRASÍLIA,UNICEUB,Brasília,DF,3.114,4
1795,403.0,UNIVERSIDADE CATÓLICA DE BRASÍLIA,UCB,Brasília,DF,3.78,4
1796,403.0,UNIVERSIDADE CATÓLICA DE BRASÍLIA,UCB,Brasília,DF,2.254,3
1797,409.0,UNIVERSIDADE DE PERNAMBUCO,UPE,Recife,PE,3.611,4
1798,409.0,UNIVERSIDADE DE PERNAMBUCO,UPE,Recife,PE,3.081,4
1799,416.0,FACULDADE DE SÃO PAULO,FASP,São Paulo,SP,1.941,2
1800,417.0,UNIVERSIDADE CIDADE DE SÃO PAULO,UNICID,São Paulo,SP,2.336,3
1801,417.0,UNIVERSIDADE CIDADE DE SÃO PAULO,UNICID,São Paulo,SP,2.88,3
1802,417.0,UNIVERSIDADE CIDADE DE SÃO PAULO,UNICID,São Paulo,SP,1.922,2
1803,420.0,UNIVERSIDADE DE MARÍLIA,UNIMAR,Marília,SP,2.967,4
1804,423.0,UNIVERSIDADE REGIONAL INTEGRADA DO ALTO URUGUAI E DAS MISSÕES,URI,Santo Ângelo,RS,2.549,3
1805,423.0,UNIVERSIDADE REGIONAL INTEGRADA DO ALTO URUGUAI E DAS MISSÕES,URI,Erechim,RS,2.309,3
1806,423.0,UNIVERSIDADE REGIONAL INTEGRADA DO ALTO URUGUAI E DAS MISSÕES,URI,Erechim,RS,1.976,3
1807,423.0,UNIVERSIDADE REGIONAL INTEGRADA DO ALTO URUGUAI E DAS MISSÕES,URI,Santo Ângelo,RS,3.375,4
1808,423.0,UNIVERSIDADE REGIONAL INTEGRADA DO ALTO URUGUAI E DAS MISSÕES,URI,Santiago,RS,2.665,3
1809,423.0,UNIVERSIDADE REGIONAL INTEGRADA DO ALTO URUGUAI E DAS MISSÕES,URI,São Luiz Gonzaga,RS,2.52,3
1810,423.0,UNIVERSIDADE REGIONAL INTEGRADA DO ALTO URUGUAI E DAS MISSÕES,URI,Frederico Westphalen,RS,2.164,3
1811,430.0,CENTRO UNIVERSITÁRIO FILADÉLFIA,UNIFIL,Londrina,PR,1.009,2
1812,437.0,UNIVERSIDADE PARANAENSE,UNIPAR,Umuarama,PR,2.235,3
1813,437.0,UNIVERSIDADE PARANAENSE,UNIPAR,Cianorte,PR,2.668,3
1814,437.0,UNIVERSIDADE PARANAENSE,UNIPAR,Toledo,PR,2.25,3
1815,437.0,UNIVERSIDADE PARANAENSE,UNIPAR,Francisco Beltrão,PR,1.908,2
1816,437.0,UNIVERSIDADE PARANAENSE,UNIPAR,Umuarama,PR,1.575,2
1817,437.0,UNIVERSIDADE PARANAENSE,UNIPAR,Umuarama,PR,1.995,3
1818,441.0,UNIVERSIDADE DO CONTESTADO,UNC,Mafra,SC,2.254,3
1819,441.0,UNIVERSIDADE DO CONTESTADO,UNC,Concórdia,SC,2.63,3
1820,446.0,UNIVERSIDADE DE CRUZ ALTA,UNICRUZ,Cruz Alta,RS,2.564,3
1821,446.0,UNIVERSIDADE DE CRUZ ALTA,UNICRUZ,Cruz Alta,RS,2.063,3
1822,449.0,UNIVERSIDADE LUTERANA DO BRASIL,ULBRA,Cachoeira do Sul,RS,2.981,4
1823,449.0,UNIVERSIDADE LUTERANA DO BRASIL,ULBRA,Canoas,RS,2.656,3
1824,449.0,UNIVERSIDADE LUTERANA DO BRASIL,ULBRA,Canoas,RS,2.57,3
1825,449.0,UNIVERSIDADE LUTERANA DO BRASIL,ULBRA,Torres,RS,1.45,2
1826,449.0,UNIVERSIDADE LUTERANA DO BRASIL,ULBRA,Guaíba,RS,2.261,3
1827,449.0,UNIVERSIDADE LUTERANA DO BRASIL,ULBRA,Santa Maria,RS,2.049,3
1828,449.0,UNIVERSIDADE LUTERANA DO BRASIL,ULBRA,Gravataí,RS,2.157,3
1829,449.0,UNIVERSIDADE LUTERANA DO BRASIL,ULBRA,São Jerônimo,RS,2.634,3
1830,449.0,UNIVERSIDADE LUTERANA DO BRASIL,ULBRA,Gravataí,RS,3.177,4
1831,449.0,UNIVERSIDADE LUTERANA DO BRASIL,ULBRA,Torres,RS,2.553,3
1832,449.0,UNIVERSIDADE LUTERANA DO BRASIL,ULBRA,Guaíba,RS,3.978,5
1833,449.0,UNIVERSIDADE LUTERANA DO BRASIL,ULBRA,Cachoeira do Sul,RS,3.143,4
1834,450.0,Centro Universitário São Lucas Ji-Paraná,UniSL,Ji-Paraná,RO,1.839,2
1835,451.0,CENTRO UNIVERSITÁRIO LUTERANO DE SANTARÉM,CEULS,Santarém,PA,1.709,2
1836,451.0,CENTRO UNIVERSITÁRIO LUTERANO DE SANTARÉM,CEULS,Santarém,PA,2.309,3
1837,453.0,CENTRO UNIVERSITÁRIO LUTERANO DE PALMAS,CEULP,Palmas,TO,4.159,5
1838,453.0,CENTRO UNIVERSITÁRIO LUTERANO DE PALMAS,CEULP,Palmas,TO,2.251,3
1839,454.0,FACULDADE CAMAQÜENSE DE CIÊNCIAS CONTÁBEIS E ADMINISTRATIVAS,FACCCA,Camaquã,RS,1.795,2
1840,456.0,CENTRO UNIVERSITÁRIO SANT¿ANNA,UNISANT'ANNA,São Paulo,SP,2.029,3
1841,456.0,CENTRO UNIVERSITÁRIO SANT¿ANNA,UNISANT'ANNA,São Paulo,SP,2.839,3
1843,457.0,UNIVERSIDADE ANHANGUERA DE SÃO PAULO,UNIAN - SP,São Bernardo do Campo,SP,2.423,3
1844,457.0,UNIVERSIDADE ANHANGUERA DE SÃO PAULO,UNIAN - SP,Osasco,SP,0.479,1
1846,457.0,UNIVERSIDADE ANHANGUERA DE SÃO PAULO,UNIAN - SP,Santo André,SP,2.664,3
1847,457.0,UNIVERSIDADE ANHANGUERA DE SÃO PAULO,UNIAN - SP,São Bernardo do Campo,SP,1.906,2
1848,457.0,UNIVERSIDADE ANHANGUERA DE SÃO PAULO,UNIAN - SP,Osasco,SP,1.012,2
1849,457.0,UNIVERSIDADE ANHANGUERA DE SÃO PAULO,UNIAN - SP,São Paulo,SP,2.111,3
1852,458.0,UNIVERSIDADE IBIRAPUERA,UNIB,São Paulo,SP,2.002,3
1853,466.0,UNIVERSIDADE ANHEMBI MORUMBI,UAM,São Paulo,SP,2.793,3
1854,472.0,UNIVERSIDADE DO GRANDE RIO PROFESSOR JOSÉ DE SOUZA HERDY,UNIGRANRIO,Duque de Caxias,RJ,2.604,3
1855,472.0,UNIVERSIDADE DO GRANDE RIO PROFESSOR JOSÉ DE SOUZA HERDY,UNIGRANRIO,Duque de Caxias,RJ,3.366,4
1856,472.0,UNIVERSIDADE DO GRANDE RIO PROFESSOR JOSÉ DE SOUZA HERDY,UNIGRANRIO,Duque de Caxias,RJ,1.703,2
1857,474.0,FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DOM BOSCO,FFCLDB,Resende,RJ,1.983,3
1858,481.0,Universidade Universus Veritas Guarulhos,Univeritas UNG,Guarulhos,SP,2.567,3
1859,482.0,UNIVERSIDADE DO EXTREMO SUL CATARINENSE,UNESC,Criciúma,SC,2.489,3
1860,482.0,UNIVERSIDADE DO EXTREMO SUL CATARINENSE,UNESC,Criciúma,SC,3.171,4
1861,483.0,CENTRO UNIVERSITÁRIO METROPOLITANO DE SÃO PAULO,UNIMESP,Guarulhos,SP,1.096,2
1862,489.0,CENTRO UNIVERSITÁRIO DE VOLTA REDONDA,UNIFOA,Volta Redonda,RJ,3.343,4
1863,489.0,CENTRO UNIVERSITÁRIO DE VOLTA REDONDA,UNIFOA,Volta Redonda,RJ,2.236,3
1864,490.0,CENTRO UNIVERSITÁRIO DE VALENÇA,UNIFAA,Valença,RJ,3.488,4
1865,494.0,UNIVERSIDADE DO SUL DE SANTA CATARINA,UNISUL,Palhoça,SC,1.723,2
1866,494.0,UNIVERSIDADE DO SUL DE SANTA CATARINA,UNISUL,Tubarão,SC,2.128,3
1867,494.0,UNIVERSIDADE DO SUL DE SANTA CATARINA,UNISUL,Tubarão,SC,1.678,2
1868,495.0,FACULDADE DE CIÊNCIAS E LETRAS DE BRAGANÇA PAULISTA,FESB,Bragança Paulista,SP,1.464,2
1869,495.0,FACULDADE DE CIÊNCIAS E LETRAS DE BRAGANÇA PAULISTA,FESB,Bragança Paulista,SP,2.267,3
1870,496.0,UNIVERSIDADE DE FRANCA,UNIFRAN,Franca,SP,1.847,2
1871,496.0,UNIVERSIDADE DE FRANCA,UNIFRAN,Franca,SP,2.107,3
1872,496.0,UNIVERSIDADE DE FRANCA,UNIFRAN,Franca,SP,1.61,2
1873,514.0,CENTRO UNIVERSITÁRIO DE BARRA MANSA,UBM,Barra Mansa,RJ,1.609,2
1874,515.0,Centro Universitário Anhanguera Pitágoras Unopar de Niterói,UNIAN-RJ,Niterói,RJ,1.573,2
1875,516.0,CENTRO UNIVERSITÁRIO DO RIO DE JANEIRO,UNIRJ,Rio de Janeiro,RJ,2.612,3
1876,518.0,CENTRO UNIVERSITÁRIO DO DISTRITO FEDERAL,UDF,Brasília,DF,2.47,3
1877,518.0,CENTRO UNIVERSITÁRIO DO DISTRITO FEDERAL,UDF,Brasília,DF,2.26,3
1878,519.0,UNIVERSIDADE CATÓLICA DO SALVADOR,UCSAL,Salvador,BA,3.655,4
1879,519.0,UNIVERSIDADE CATÓLICA DO SALVADOR,UCSAL,Salvador,BA,2.703,3
1880,521.0,UNIVERSIDADE DE MOGI DAS CRUZES,UMC,Mogi das Cruzes,SP,2.462,3
1881,521.0,UNIVERSIDADE DE MOGI DAS CRUZES,UMC,Mogi das Cruzes,SP,2.502,3
1882,522.0,CENTRO UNIVERSITÁRIO CELSO LISBOA,UCL,Rio de Janeiro,RJ,1.881,2
1883,522.0,CENTRO UNIVERSITÁRIO CELSO LISBOA,UCL,Rio de Janeiro,RJ,1.632,2
1884,527.0,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE GOIÁS,PUC GOIÁS,Goiânia,GO,1.557,2
1886,532.0,UNIVERSIDADE REGIONAL DO NOROESTE DO ESTADO DO RIO GRANDE DO SUL,UNIJUI,Ijuí,RS,3.28,4
1887,532.0,UNIVERSIDADE REGIONAL DO NOROESTE DO ESTADO DO RIO GRANDE DO SUL,UNIJUI,Santa Rosa,RS,1.868,2
1889,532.0,UNIVERSIDADE REGIONAL DO NOROESTE DO ESTADO DO RIO GRANDE DO SUL,UNIJUI,Ijuí,RS,2.863,3
1890,532.0,UNIVERSIDADE REGIONAL DO NOROESTE DO ESTADO DO RIO GRANDE DO SUL,UNIJUI,Santa Rosa,RS,2.263,3
1891,533.0,FACULDADES INTEGRADAS DE ITAPETININGA,FII,Itapetininga,SP,2.59,3
1892,533.0,FACULDADES INTEGRADAS DE ITAPETININGA,FII,Itapetininga,SP,2.335,3
1893,534.0,ESCOLA BAHIANA DE MEDICINA E SAÚDE PÚBLICA,EBMSP,Salvador,BA,4.965,5
1894,547.0,UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO,UERJ,Rio de Janeiro,RJ,3.843,4
1895,547.0,UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO,UERJ,Rio de Janeiro,RJ,3.776,4
1896,548.0,UNIVERSIDADE FEDERAL DO MARANHÃO,UFMA,São Luís,MA,3.387,4
1897,548.0,UNIVERSIDADE FEDERAL DO MARANHÃO,UFMA,São Luís,MA,4.179,5
1898,548.0,UNIVERSIDADE FEDERAL DO MARANHÃO,UFMA,Pinheiro,MA,3.153,4
1899,549.0,UNIVERSIDADE FEDERAL DO ACRE,UFAC,Rio Branco,AC,2.211,3
1900,549.0,UNIVERSIDADE FEDERAL DO ACRE,UFAC,Rio Branco,AC,2.565,3
1901,550.0,UNIVERSIDADE ESTADUAL DA PARAÍBA,UEPB,Campina Grande,PB,2.995,4
1902,550.0,UNIVERSIDADE ESTADUAL DA PARAÍBA,UEPB,Campina Grande,PB,2.695,3
1903,555.0,UNIVERSIDADE DE FORTALEZA,UNIFOR,Fortaleza,CE,3.236,4
1904,555.0,UNIVERSIDADE DE FORTALEZA,UNIFOR,Fortaleza,CE,3.546,4
1905,568.0,UNIVERSIDADE ESTADUAL DO MARANHÃO,UEMA,São João dos Patos,MA,2.799,3
1908,570.0,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,UFRN,Natal,RN,5.0,5
1909,570.0,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,UFRN,Natal,RN,4.75,5
1910,570.0,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,UFRN,Natal,RN,2.992,4
1911,571.0,UNIVERSIDADE FEDERAL DO PARANÁ,UFPR,Curitiba,PR,3.719,4
1912,571.0,UNIVERSIDADE FEDERAL DO PARANÁ,UFPR,Curitiba,PR,4.121,5
1913,571.0,UNIVERSIDADE FEDERAL DO PARANÁ,UFPR,Matinhos,PR,3.318,4
1914,572.0,UNIVERSIDADE FEDERAL FLUMINENSE,UFF,Niterói,RJ,4.23,5
1915,573.0,UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO,UFES,Vitória,ES,3.474,4
1916,573.0,UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO,UFES,Vitória,ES,3.46,4
1917,574.0,UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO,UFRRJ,Seropédica,RJ,3.208,4
1918,575.0,UNIVERSIDADE FEDERAL DE MINAS GERAIS,UFMG,Belo Horizonte,MG,4.802,5
1919,575.0,UNIVERSIDADE FEDERAL DE MINAS GERAIS,UFMG,Belo Horizonte,MG,5.0,5
1920,576.0,UNIVERSIDADE FEDERAL DE JUIZ DE FORA,UFJF,Juiz de Fora,MG,3.722,4
1921,576.0,UNIVERSIDADE FEDERAL DE JUIZ DE FORA,UFJF,Juiz de Fora,MG,4.056,5
1922,576.0,UNIVERSIDADE FEDERAL DE JUIZ DE FORA,UFJF,Juiz de Fora,MG,2.456,3
1923,576.0,UNIVERSIDADE FEDERAL DE JUIZ DE FORA,UFJF,Governador Valadares,MG,2.993,4
1924,577.0,UNIVERSIDADE FEDERAL DE ALAGOAS,UFAL,Maceió,AL,3.289,4
1925,577.0,UNIVERSIDADE FEDERAL DE ALAGOAS,UFAL,Arapiraca,AL,2.908,3
1926,577.0,UNIVERSIDADE FEDERAL DE ALAGOAS,UFAL,Maceió,AL,3.682,4
1927,578.0,UNIVERSIDADE FEDERAL DA BAHIA,UFBA,Salvador,BA,3.946,5
1928,579.0,UNIVERSIDADE FEDERAL DA PARAÍBA,UFPB,João Pessoa,PB,3.736,4
1929,579.0,UNIVERSIDADE FEDERAL DA PARAÍBA,UFPB,João Pessoa,PB,4.006,5
1930,580.0,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,Recife,PE,2.98,4
1931,580.0,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,Vitória de Santo Antão,PE,3.028,4
1932,580.0,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,Recife,PE,3.449,4
1933,580.0,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,Vitória de Santo Antão,PE,3.345,4
1934,581.0,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,UFRGS,Porto Alegre,RS,3.782,4
1935,581.0,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,UFRGS,Porto Alegre,RS,4.063,5
1936,582.0,UNIVERSIDADE FEDERAL DE SANTA MARIA,UFSM,Santa Maria,RS,3.11,4
1937,582.0,UNIVERSIDADE FEDERAL DE SANTA MARIA,UFSM,Santa Maria,RS,3.441,4
1938,583.0,UNIVERSIDADE FEDERAL DO CEARÁ,UFC,Fortaleza,CE,4.526,5
1939,583.0,UNIVERSIDADE FEDERAL DO CEARÁ,UFC,Fortaleza,CE,4.354,5
1940,583.0,UNIVERSIDADE FEDERAL DO CEARÁ,UFC,Fortaleza,CE,4.315,5
1941,583.0,UNIVERSIDADE FEDERAL DO CEARÁ,UFC,Fortaleza,CE,4.404,5
1942,584.0,UNIVERSIDADE FEDERAL DE GOIÁS,UFG,Goiânia,GO,3.575,4
1943,584.0,UNIVERSIDADE FEDERAL DE GOIÁS,UFG,Goiânia,GO,3.646,4
1944,585.0,UNIVERSIDADE FEDERAL DE SANTA CATARINA,UFSC,Florianópolis,SC,3.41,4
1945,585.0,UNIVERSIDADE FEDERAL DE SANTA CATARINA,UFSC,Florianópolis,SC,4.105,5
1946,586.0,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,UFRJ,Rio de Janeiro,RJ,3.832,4
1947,586.0,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,UFRJ,Rio de Janeiro,RJ,3.675,4
1948,587.0,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,UFRPE,Recife,PE,3.587,4
1949,588.0,UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ,UTFPR,Curitiba,PR,3.823,4
